Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1
0002-D-00300-0000-00,Vacant Land,Hold for Study,URA Owned,RP,1800 CENTRE AVE
0003-B-00100-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RIV-IMU,0 S 6TH ST
0003-C-00182-0000-00,Vacant Land,Hold for Study,URA Owned,RIV-IMU,0 S 8TH ST
0007-E-00030-0000-00,Vacant Structure,Disposition in Process,URA Owned,RIV-IMU,801 KROLL DR
0007-F-00002-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-IMU,829 BEAVER AVE
0009-M-00095-0000-00,Vacant Land,Hold from Market,URA Owned,RM-M,0 CLIFF ST
0009-M-00097-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CLIFF ST
0009-S-00097-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RP,0 ROBERTS ST
0009-S-00101-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RP,0 ROBERTS ST
0009-S-00181-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 HILLSIDE DR
0009-S-00200-0000-00,Vacant Structure,Hold for Study,URA Owned,RP,1843 WEBSTER AVE
0010-J-00260-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 ERIN ST
0010-J-00343-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 BEDFORD AVE
0010-J-00344-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 BEDFORD AVE
0010-K-00001-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 MAHON ST
0010-K-00002-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 MAHON ST
0010-K-00003-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 MAHON ST
0010-K-00004-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-K-00005-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-K-00006-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-K-00007-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-K-00008-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-K-00009-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-K-00010-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-K-00011-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-K-00012-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 HALLETT ST
0010-N-00074-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 DEVILLIERS ST
0010-N-00076-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 DEVILLIERS ST
0010-N-00078-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 DEVILLIERS ST
0010-N-00080-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 DEVILLIERS ST
0010-N-00255-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-N-00257-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 WYLIE AVE
0010-N-00258-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 WYLIE AVE
0010-N-00258-000A-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 WYLIE AVE
0010-N-00267-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00268-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00269-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00270-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00274-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00275-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00276-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 WYLIE AVE
0010-N-00278-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00279-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00280-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023 CENTRE AVE
0010-N-00287-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-N-00289-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00290-0000-00,Vacant Land,Sold - Redevelopment in Progress,Privately Owned,LNC,2023-2035 CENTRE AVE
0010-N-00305-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-N-00330-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-N-00376-0000-02,Vacant Land,Hold for Study,URA Owned,CP,0 DINWIDDIE ST
0010-P-00030-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00031-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00032-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00034-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00035-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00036-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00037-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00038-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00039-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00040-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00041-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00049-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-P-00102-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00104-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00105-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00106-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00107-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00108-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 CENTRE AVE
0010-P-00120-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00121-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00121-0005-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00122-0000-00,Vacant Structure,Exclusive Negotiations,URA Owned,LNC,2225 CENTRE AVE
0010-P-00122-000A-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00124-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00125-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00126-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00127-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,LNC,0 CENTRE AVE
0010-P-00128-0000-00,Vacant Structure,Exclusive Negotiations,URA Owned,LNC,2239 CENTRE AVE
0010-R-00159-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0010-R-00162-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,LNC,0 CENTRE AVE
0011-E-00019-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00020-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00024-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00025-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00026-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00027-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00028-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00029-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00030-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00031-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,UPR-A,1723 5TH AVE
0011-E-00319-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-L-00023-0000-00,Vacant Land,Site Assemblage,URA Owned,H,2405 5TH AVE
0011-L-00024-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 5TH AVE
0011-M-00104-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 5TH AVE
0011-M-00105-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 5TH AVE
0011-M-00106-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 5TH AVE
0011-M-00107-0000-00,Vacant Land,Site Assemblage,URA Owned,H,2413 5TH AVE
0011-M-00108-0000-00,Vacant Land,Site Assemblage,URA Owned,H,0 5TH AVE
0012-A-00007-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-MU,1806 -1830 S RIVERSIDE MEWS
0012-A-00011-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-MU,9 -15 S 18TH ST
0013-C-00155-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 BARRY ST
0013-D-00243-0000-00,Vacant Land,Hold for Study,URA Owned,H,2701 SHELLY ST
0013-D-00257-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 JOSEPHINE ST
0015-K-00088-0000-00,Vacant Land,Available,URA Owned,H,0 BOGGSTON AVE
0020-K-00006-0000-00,Vacant Land,Available,URA Owned,P,0 CRUCIBLE ST
0022-C-00107-0000-00,Vacant Land,Site Assemblage,URA Owned,R1A-M,0 MORRISON ST
0022-D-00119-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 BRIGHTON RD
0022-D-00132-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00133-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00134-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00135-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00136-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00137-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 FLOCKER WAY
0022-D-00161-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 N CHARLES ST
0022-D-00162-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,UI,0 N CHARLES ST
0022-F-00042-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-VH,0 BELDALE ST
0022-M-00065-0000-00,Vacant Land,Available,URA Owned,UI,0 JACKSONIA ST
0022-M-00091-0000-00,Vacant Land,Available,URA Owned,UI,0 BRIGHTON PL
0023-A-00107-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 GERANIUM ST
0023-A-00108-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 GERANIUM ST
0023-A-00175-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 PERRYSVILLE AVE
0023-E-00066-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 W JEFFERSON ST
0023-E-00067-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 W JEFFERSON ST
0024-N-00118-0000-00,Vacant Structure,Available,URA Owned,LNC,624 E OHIO ST
0024-N-00120-0000-00,Vacant Structure,Available,URA Owned,LNC,628 E OHIO ST
0025-P-00010-0000-00,Surface Parking Lot,Site Assemblage,URA Owned,UI,0 PENN AVE
0025-S-00112-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,2829 BEDFORD AVE
0025-S-00262-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0027-A-00045-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00053-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00056-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00058-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00060-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00061-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00062-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00063-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00064-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00098-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 CROCKETT ST
0027-A-00105-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00107-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 WYLIE AVE
0027-A-00107-000A-00,Vacant Land,Hold for Study,URA Owned,LNC,0 CROCKETT ST
0027-A-00121-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 WYLIE AVE
0027-A-00123-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 WYLIE AVE
0027-A-00129-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00131-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00164-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00165-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00166-0000-00,Vacant Land,Hold for Study,URA Owned,R2-L,0 HERRON AVE
0027-A-00168-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00169-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00170-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00171-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00172-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00173-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-A-00201-0000-00,Vacant Land,Hold for Study,URA Owned,R2-L,0 OSSIPEE ST
0027-E-00059-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00083-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00085-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00086-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00087-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00088-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00089-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00090-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00091-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00092-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00093-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00094-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00095-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00096-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00097-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00098-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00100-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00101-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00102-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00103-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0027-E-00104-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-E-00105-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-E-00107-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 HERRON AVE
0027-E-00109-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 CENTRE AVE
0027-E-00127-0000-00,Vacant Land,Available,URA Owned,RM-H,0 LANDLEISS PL
0027-E-00151-0000-00,Vacant Land,Hold for Study,URA Owned,R2-L,0 CENTRE AVE
0028-P-00226-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 MACKEY ST
0029-F-00101-0000-00,Vacant Land,Easement Area,URA Owned,SP-1,0 2ND AVE
0029-N-00140-0000-00,Vacant Land,Hold for Study,URA Owned,UI,0 E CARSON ST
0029-N-00150-0000-00,Vacant Land,Easement Area,URA Owned,LNC,0 E CARSON ST
0029-N-00152-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 E CARSON ST
0030-L-00051-0000-00,Vacant Land,Hold for Study,URA Owned,SP-5,3655 E CARSON ST
0030-L-00105-0000-00,Vacant Land,Hold for Study,URA Owned,SP-5,0 E CARSON ST
0035-G-00024-0000-00,Vacant Land,Available,URA Owned,LNC,1601 BROADWAY AVE
0041-G-00292-0000-00,Vacant Land,Available,URA Owned,P,0 OLIFFE ST
0041-G-00295-0000-00,Vacant Land,Available,URA Owned,P,0 OLIFFE ST
0041-H-00122-0000-00,Vacant Land,Available,URA Owned,P,0 GREENWAY DR
0041-H-00125-0000-00,Vacant Land,Available,URA Owned,P,0 GREENWAY DR
0041-H-00126-0000-00,Vacant Land,Available,URA Owned,P,0 OLIFFE ST
0041-H-00141-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-H-00142-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-H-00143-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-H-00144-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-H-00145-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-L-00070-0000-00,Vacant Land,Available,URA Owned,P,0 FAIRSTON ST
0041-L-00075-0000-00,Vacant Land,Available,URA Owned,P,0 FAIRSTON ST
0041-L-00079-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-L-00080-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-L-00090-0000-00,Vacant Land,Available,URA Owned,P,0 DICKENS ST
0041-L-00147-0000-00,Vacant Land,Available,URA Owned,P,0 CRUCIBLE ST
0041-L-00181-0000-00,Vacant Land,Available,URA Owned,P,0 CRUCIBLE ST
0041-L-00250-0000-00,Vacant Land,Available,URA Owned,P,0 MIDDLETOWN RD
0041-L-00500-0000-00,Vacant Land,Hold for Study,URA Owned,RP,0 STEUBEN ST
0041-M-00500-0000-00,Vacant Land,Available,URA Owned,RP,0 WOODLOW ST
0045-L-00011-0000-00,Vacant Land,Disposition in Process,URA Owned,H,0 N CHARLES ST
0045-L-00013-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 N CHARLES ST
0045-L-00014-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 N CHARLES ST
0045-M-00034-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 BIZET ST
0045-M-00380-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 RUSSELL ST
0045-M-00382-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 W BURGESS ST
0045-M-00385-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 W BURGESS ST
0045-M-00388-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 RUSSELL ST
0045-M-00390-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 W BURGESS ST
0045-S-00001-0000-00,Vacant Land,Disposition in Process,URA Owned,R1A-VH,0 IRWIN AVE
0045-S-00074-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 CHESTER AVE
0045-S-00078-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 RUSSELL ST
0045-S-00079-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 RUSSELL ST
0045-S-00266-0000-00,Vacant Land,Disposition in Process,URA Owned,R1A-VH,0 IRWIN AVE
0046-G-00138-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 SUFFOLK ST
0046-G-00232-0000-00,Vacant Land,Available,URA Owned,H,0 E BURGESS ST
0046-N-00106-0000-00,Vacant Land,Disposition in Process,URA Owned,H,0 RIDGEWOOD ST
0046-N-00249-0000-00,Vacant Structure,Available,URA Owned,LNC,2107 PERRYSVILLE AVE
0046-P-00012-0000-00,Vacant Structure,Hold-PHDC Transfer Pending,URA Owned,LNC,2131 PERRYSVILLE AVE
0046-P-00014-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 PERRYSVILLE AVE
0046-P-00017-0000-00,Vacant Structure,Disposition in Process,URA Owned,LNC,2115 PERRYSVILLE AVE
0048-H-00161-0000-00,Street,Easement Area,URA Owned,RIV-IMU,0 36TH ST
0050-B-00045-0000-00,Vacant Land,Hold for Study,URA Owned,R1D-M,0 BREESPORT ST
0050-G-00049-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,H,0 ROSETTA ST
0050-G-00129-0000-00,Vacant Land,Hold-PLB Transfer Pending,URA Owned,H,0 HILLCREST ST
0055-L-00081-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 HAZELWOOD AVE
0057-G-00342-0000-00,Vacant Land,Available,URA Owned,P,128 ALLUVIAN ST
0070-E-00375-0000-00,Vacant Land,Disposition in Process,URA Owned,LNC,0 BROADHEAD FORDING RD
0070-J-00100-0000-00,Vacant Land,Hold for Study,URA Owned,R1D-L,0 W PROSPECT AVE
0070-J-00126-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 MAZETTE PL
0070-K-00080-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 W PROSPECT AVE
0075-L-00275-0000-00,Vacant Land,Disposition in Process,URA Owned,R1A-H,3339 MCCLURE AVE
0075-L-00314-0000-00,Vacant Land,Disposition in Process,URA Owned,H,3339 MCCLURE AVE
0075-M-00083-0000-00,Vacant Land,Disposition in Process,URA Owned,H,3325 MCCLURE AVE
0077-P-00261-0000-00,Vacant Land,Available,URA Owned,H,0 PERRYSVILLE AVE
0077-P-00265-0000-00,Vacant Land,Available,URA Owned,H,0 PERRYSVILLE AVE
0077-P-00266-0000-00,Vacant Land,Available,URA Owned,H,0 PERRYSVILLE AVE
0080-N-00006-0000-00,Occupied Structure,Disposition in Process,URA Owned,RIV-IMU,10 40TH ST
0080-N-00008-0000-00,Vacant Land,Disposition in Process,URA Owned,RIV-IMU,0 43RD ST
0080-N-00010-0000-00,Surface Parking Lot,Disposition in Process,URA Owned,RIV-IMU,0 41ST ST
0081-A-00225-0000-00,Vacant Land,Hold for Study,URA Owned,H,0 CELADINE ST
0083-E-00080-0000-00,Vacant Land,Hold for Study,URA Owned,R3-M,5478 BLACK ST
0083-P-00249-0000-00,Vacant Land,Hold for Study,URA Owned,UNC,5977 BROAD ST
0083-S-00282-0000-00,Vacant Land,Hold from Market,URA Owned,R2-H,0 HAMILTON AVE
0083-S-00286-0000-00,Occupied Structure,Hold for Study,URA Owned,LNC,200 LARIMER AVE
0083-S-00291-0000-00,Vacant Land,Hold for Study,URA Owned,LNC,0 LARIMER AVE
0083-S-00502-0000-00,Vacant Land,Hold from Market,URA Owned,R2-H,0 EAST LIBERTY BLVD
0088-G-00328-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00329-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00330-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00332-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00334-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00337-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00338-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00340-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00341-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-G-00342-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-H-00020-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 BEECHWOOD BLVD
0088-H-00063-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-H-00072-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 MAROMAS ST
0088-H-00158-0000-00,Street,Dedicated,,RP,0 PARKVIEW BLVD
0088-H-00161-0000-00,Vacant Land,Site Assemblage,URA Owned,RP,2005 BEECHWOOD BLVD
0088-H-00162-0000-00,Street,Dedicated,,RP,0 OLD BROWNS HILL RD
0088-L-00150-0000-00,Vacant Land,Disposition in Process,URA Owned,RP,0 BEECHWOOD BLVD
0088-M-00020-0000-00,Street,Dedicated,,RP,0 PARKVIEW BLVD
0088-R-00020-0000-00,Vacant Land,Disposition in Process,URA Owned,P,0 SALINE ST
0107-D-00012-0000-00,Vacant Land,Available,URA Owned,UI,0 BEECHNUT DR
0107-M-00200-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 FORDING RD
0107-M-00210-0000-00,Street,Hold for Study,URA Owned,UI,0 FORDING RD
0107-S-00194-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 MAZETTE PL
0107-S-00200-0000-00,Vacant Land,Hold for Study,URA Owned,P,0 BROADHEAD FORDING RD
0108-R-00010-0000-00,Surface Parking Lot,Hold for Study,URA Owned,UI,0 BEECHNUT DR
0115-A-00247-0000-00,Vacant Land,Available,URA Owned,H,0 FLORA ST
0116-G-00044-0000-00,Vacant Land,Available,URA Owned,H,0 BUHL ST
0116-G-00056-0000-00,Vacant Land,Available,URA Owned,H,0 BUHL ST
0116-G-00058-0000-00,Vacant Land,Available,URA Owned,H,0 MANUEL ST
